X,Y,Concentrations,Crez,Vx,Vy
5.0,5.0,0.0,0,0.0,0.0
5.0,15.0,0.0,0,0.010752173179975386,0.0
5.0,25.0,0.0,0,0.011199419564433384,0.0
5.0,35.0,0.0,0,0.011656568901949587,0.0
5.0,45.0,0.0,0,0.012121353547201268,0.0
5.0,55.0,0.0,0,0.012590995861636669,0.0
5.0,65.0,0.0,0,0.013062175721461886,0.0
5.0,75.0,0.0,0,0.01353101299608453,0.0
5.0,85.0,0.0,0,0.01399307059505647,0.0
5.0,95.0,0.0,0,0.014443383836052443,0.0
5.0,105.0,0.0,0,0.01487652144692948,0.0
5.0,115.0,0.0,0,0.015286682295625997,0.0
5.0,125.0,0.0,0,0.015667829814480835,0.0
5.0,135.0,0.0,0,0.01601386303685663,0.0
5.0,145.0,0.0,0,0.01631881934987034,0.0
5.0,155.0,0.0,0,0.016577099848640833,0.0
5.0,165.0,0.0,0,0.016783704114641345,0.0
5.0,175.0,0.0,0,0.01693445802801214,0.0
5.0,185.0,0.0,0,0.017026216565749933,0.0
5.0,195.0,0.0,0,0.017057023984202002,0.0
5.0,205.0,0.0,0,0.017026216565749933,0.0
5.0,215.0,0.0,0,0.01693445802801214,0.0
5.0,225.0,0.0,0,0.016783704114641345,0.0
5.0,235.0,0.0,0,0.016577099848640833,0.0
5.0,245.0,0.0,0,0.01631881934987034,0.0
5.0,255.0,0.0,0,0.01601386303685663,0.0
5.0,265.0,0.0,0,0.015667829814480835,0.0
5.0,275.0,0.0,0,0.015286682295625997,0.0
5.0,285.0,0.0,0,0.01487652144692948,0.0
5.0,295.0,0.0,0,0.014443383836052443,0.0
5.0,305.0,0.0,0,0.01399307059505647,0.0
5.0,315.0,0.0,0,0.01353101299608453,0.0
5.0,325.0,0.0,0,0.013062175721461886,0.0
5.0,335.0,0.0,0,0.012590995861636669,0.0
5.0,345.0,0.0,0,0.012121353547201268,0.0
5.0,355.0,0.0,0,0.011656568901949587,0.0
5.0,365.0,0.0,0,0.011199419564433384,0.0
5.0,375.0,0.0,0,0.010752173179975386,0.0
5.0,385.0,0.0,0,0.010316629816605652,0.0
15.0,5.0,0.0,0,0.0,0.008513828962640323
15.0,15.0,0.0,0,0.010865124830134057,0.008400877312481653
15.0,25.0,0.0,0,0.011343213781884198,0.00825708309503093
15.0,35.0,0.0,0,0.011834175920928332,0.008079476076052137
15.0,45.0,0.0,0,0.012335725362268596,0.007865104260984721
15.0,55.0,0.0,0,0.01284497907437882,0.007611121048242661
15.0,65.0,0.0,0,0.01335840531521217,0.0073148914544923106
15.0,75.0,0.0,0,0.013871787724084168,0.006974116726492825
15.0,85.0,0.0,0,0.014380212529188311,0.00658697479236092
15.0,95.0,0.0,0,0.014878086947934932,0.006152271680478473
15.0,105.0,0.0,0,0.015359196740682396,0.005669596386725468
15.0,115.0,0.0,0,0.015816809712487806,0.0051394689698636585
15.0,125.0,0.0,0,0.016243829478810343,0.004563469305534128
15.0,135.0,0.0,0,0.016632999899483622,0.003944332442907136
15.0,145.0,0.0,0,0.01697715536443399,0.0032859964283434725
15.0,155.0,0.0,0,0.01726950603253382,0.002593590244450461
15.0,165.0,0.0,0,0.017503940974744024,0.001873353384347894
15.0,175.0,0.0,0,0.017675327017269152,0.001132484395090877
15.0,185.0,0.0,0,0.01777977806590126,0.00037892289493958854
15.0,195.0,0.0,0,0.017814869774081043,-0.00037892289493958854
15.0,205.0,0.0,0,0.01777977806590126,-0.001132484395090877
15.0,215.0,0.0,0,0.017675327017269152,-0.001873353384347894
15.0,225.0,0.0,0,0.017503940974744024,-0.002593590244450461
15.0,235.0,0.0,0,0.01726950603253382,-0.0032859964283434725
15.0,245.0,0.0,0,0.01697715536443399,-0.003944332442907136
15.0,255.0,0.0,0,0.016632999899483622,-0.004563469305534128
15.0,265.0,0.0,0,0.016243829478810343,-0.0051394689698636585
15.0,275.0,0.0,0,0.015816809712487806,-0.005669596386725468
15.0,285.0,0.0,0,0.015359196740682396,-0.006152271680478473
15.0,295.0,0.0,0,0.014878086947934932,-0.00658697479236092
15.0,305.0,0.0,0,0.014380212529188311,-0.006974116726492825
15.0,315.0,0.0,0,0.013871787724084168,-0.0073148914544923106
15.0,325.0,0.0,0,0.01335840531521217,-0.007611121048242661
15.0,335.0,0.0,0,0.01284497907437882,-0.007865104260984721
15.0,345.0,0.0,0,0.012335725362268596,-0.008079476076052137
15.0,355.0,0.0,0,0.011834175920928332,-0.00825708309503093
15.0,365.0,0.0,0,0.011343213781884198,-0.008400877312481653
15.0,375.0,0.0,0,0.010865124830134057,-0.008513828962640323
15.0,385.0,0.0,0,0.010401658615168754,-0.00859885776120347
25.0,5.0,0.0,0,0.0,0.008977506374138867
25.0,15.0,0.0,0,0.010963375170228013,0.008879256034044866
25.0,25.0,0.0,0,0.011474045315863908,0.008748424500065157
25.0,35.0,0.0,0,0.012001095862630975,0.008581504558362558
25.0,45.0,0.0,0,0.01254228435870761,0.008374945561923502
25.0,55.0,0.0,0,0.013094675016541699,0.008125249619760622
25.0,65.0,0.0,0,0.013654561638998836,0.007829093295973956
25.0,75.0,0.0,0,0.014217405794274227,0.007483475225783897
25.0,85.0,0.0,0,0.014777799985005868,0.0070858877699663605
25.0,95.0,0.0,0,0.015329466944209646,0.006634507773691534
25.0,105.0,0.0,0,0.015865306723347794,0.006128397791026292
25.0,115.0,0.0,0,0.016377502404309942,0.005567705099204066
25.0,125.0,0.0,0,0.016857692574679096,0.004953842003335401
25.0,135.0,0.0,0,0.017297213821950135,0.004289628080868864
25.0,145.0,0.0,0,0.017687409431401187,0.0035793740139016352
25.0,155.0,0.0,0,0.018019991721409494,0.0028288883250259514
25.0,165.0,0.0,0,0.018287436117659307,0.0020453931821106403
25.0,175.0,0.0,0,0.01848337677578244,0.001237343423597354
25.0,185.0,0.0,0,0.01860296818411161,0.0004141533053870166
25.0,195.0,0.0,0,0.018643176384855097,-0.0004141533053870166
25.0,205.0,0.0,0,0.01860296818411161,-0.001237343423597354
25.0,215.0,0.0,0,0.01848337677578244,-0.0020453931821106403
25.0,225.0,0.0,0,0.018287436117659307,-0.0028288883250259514
25.0,235.0,0.0,0,0.018019991721409494,-0.0035793740139016352
25.0,245.0,0.0,0,0.017687409431401187,-0.004289628080868864
25.0,255.0,0.0,0,0.017297213821950135,-0.004953842003335401
25.0,265.0,0.0,0,0.016857692574679096,-0.005567705099204066
25.0,275.0,0.0,0,0.016377502404309942,-0.006128397791026292
25.0,285.0,0.0,0,0.015865306723347794,-0.006634507773691534
25.0,295.0,0.0,0,0.015329466944209646,-0.0070858877699663605
25.0,305.0,0.0,0,0.014777799985005868,-0.007483475225783897
25.0,315.0,0.0,0,0.014217405794274227,-0.007829093295973956
25.0,325.0,0.0,0,0.013654561638998836,-0.008125249619760622
25.0,335.0,0.0,0,0.013094675016541699,-0.008374945561923502
25.0,345.0,0.0,0,0.01254228435870761,-0.008581504558362558
25.0,355.0,0.0,0,0.012001095862630975,-0.008748424500065157
25.0,365.0,0.0,0,0.011474045315863908,-0.008879256034044866
25.0,375.0,0.0,0,0.010963375170228013,-0.008977506374138867
25.0,385.0,0.0,0,0.010470718919039779,-0.009046566678009803
35.0,5.0,0.0,0,0.0,0.009470345344127029
35.0,15.0,0.0,0,0.01104352448519789,0.009390196029157197
35.0,25.0,0.0,0,0.011588394929963582,0.009275846415057524
35.0,35.0,0.0,0,0.012153762105730426,0.009123180171958073
35.0,45.0,0.0,0,0.012737512377454846,0.008927952153210881
35.0,55.0,0.0,0,0.013336735601321204,0.008685891568431333
35.0,65.0,0.0,0,0.013947614585323018,0.00839283862210715
35.0,75.0,0.0,0,0.014565327536198627,0.008044916880182685
35.0,85.0,0.0,0,0.015183975917307399,0.0076387409478811535
35.0,95.0,0.0,0,0.01579655274689084,0.007171655145200094
35.0,105.0,0.0,0,0.016394968074636706,0.006641993793911045
35.0,115.0,0.0,0,0.016970148389939967,0.006049347808281132
35.0,125.0,0.0,0,0.0175122241721525,0.005394816210807641
35.0,135.0,0.0,0,0.018010813963142944,0.004681216069614877
35.0,145.0,0.0,0,0.018455403931004737,0.003913221570011339
35.0,155.0,0.0,0,0.018835809365797127,0.0030974039256236956
35.0,165.0,0.0,0,0.019142690366165695,0.002242149677117284
35.0,175.0,0.0,0,0.0193680805946781,0.0013574458582216427
35.0,185.0,0.0,0,0.019505878474932705,0.0004545355674005374
35.0,195.0,0.0,0,0.019552247519656205,-0.0004545355674005374
35.0,205.0,0.0,0,0.019505878474932705,-0.0013574458582216427
35.0,215.0,0.0,0,0.0193680805946781,-0.002242149677117284
35.0,225.0,0.0,0,0.019142690366165695,-0.0030974039256236956
35.0,235.0,0.0,0,0.018835809365797127,-0.003913221570011339
35.0,245.0,0.0,0,0.018455403931004737,-0.004681216069614877
35.0,255.0,0.0,0,0.018010813963142944,-0.005394816210807641
35.0,265.0,0.0,0,0.0175122241721525,-0.006049347808281132
35.0,275.0,0.0,0,0.016970148389939967,-0.006641993793911045
35.0,285.0,0.0,0,0.016394968074636706,-0.007171655145200094
35.0,295.0,0.0,0,0.01579655274689084,-0.0076387409478811535
35.0,305.0,0.0,0,0.015183975917307399,-0.008044916880182685
35.0,315.0,0.0,0,0.014565327536198627,-0.00839283862210715
35.0,325.0,0.0,0,0.013947614585323018,-0.008685891568431333
35.0,335.0,0.0,0,0.013336735601321204,-0.008927952153210881
35.0,345.0,0.0,0,0.012737512377454846,-0.009123180171958073
35.0,355.0,0.0,0,0.012153762105730426,-0.009275846415057524
35.0,365.0,0.0,0,0.011588394929963582,-0.009390196029157197
35.0,375.0,0.0,0,0.01104352448519789,-0.009470345344127029
35.0,385.0,0.0,0,0.010520581879591524,-0.009520208304678819
45.0,5.0,0.0,0,0.0,0.009993428281729905
45.0,15.0,0.0,0,0.011101650869327512,0.009935301897600283
45.0,25.0,0.0,0,0.011682134163768893,0.009841562663794927
45.0,35.0,0.0,0,0.012287912419587262,0.009707412349938091
45.0,45.0,0.0,0,0.012917115923304138,0.009527808804088756
45.0,55.0,0.0,0,0.013566972300069865,0.009297572105340136
45.0,65.0,0.0,0,0.014233652993438862,0.009011533697224338
45.0,75.0,0.0,0,0.014912127519677215,0.008664733713745704
45.0,85.0,0.0,0,0.01559604084084135,0.00825266879021173
45.0,95.0,0.0,0,0.01627763364772801,0.007771587889374519
45.0,105.0,0.0,0,0.016947729041782805,0.007218826922228534
45.0,115.0,0.0,0,0.01759581086970687,0.006593164442461547
45.0,125.0,0.0,0,0.018210217349946767,0.005895171264667322
45.0,135.0,0.0,0,0.018778467206422844,0.005127518021387423
45.0,145.0,0.0,0,0.019287723351992796,0.004295198600399365
45.0,155.0,0.0,0,0.019725381399991533,0.0034056265662049945
45.0,165.0,0.0,0,0.020079748733892157,0.0024685681984785027
45.0,175.0,0.0,0,0.020340758189888567,0.0014958906032680318
45.0,185.0,0.0,0,0.020500643661416733,0.000501125416784022
45.0,195.0,0.0,0,0.020554498353224225,-0.000501125416784022
45.0,205.0,0.0,0,0.020500643661416733,-0.0014958906032680318
45.0,215.0,0.0,0,0.020340758189888567,-0.0024685681984785027
45.0,225.0,0.0,0,0.020079748733892157,-0.0034056265662049945
45.0,235.0,0.0,0,0.019725381399991533,-0.004295198600399365
45.0,245.0,0.0,0,0.019287723351992796,-0.005127518021387423
45.0,255.0,0.0,0,0.018778467206422844,-0.005895171264667322
45.0,265.0,0.0,0,0.018210217349946767,-0.006593164442461547
45.0,275.0,0.0,0,0.01759581086970687,-0.007218826922228534
45.0,285.0,0.0,0,0.016947729041782805,-0.007771587889374519
45.0,295.0,0.0,0,0.01627763364772801,-0.00825266879021173
45.0,305.0,0.0,0,0.01559604084084135,-0.008664733713745704
45.0,315.0,0.0,0,0.014912127519677215,-0.009011533697224338
45.0,325.0,0.0,0,0.014233652993438862,-0.009297572105340136
45.0,335.0,0.0,0,0.013566972300069865,-0.009527808804088756
45.0,345.0,0.0,0,0.012917115923304138,-0.009707412349938091
45.0,355.0,0.0,0,0.012287912419587262,-0.009841562663794927
45.0,365.0,0.0,0,0.011682134163768893,-0.009935301897600283
45.0,375.0,0.0,0,0.011101650869327512,-0.009993428281729905
45.0,385.0,0.0,0,0.01054757991259812,-0.010020426314736501
55.0,5.0,0.0,0,0.0,0.01054757991259812
55.0,15.0,0.0,0,0.011133263268357497,0.010515967513568135
55.0,25.0,0.0,0,0.011750453349191094,0.010447648328145934
55.0,35.0,0.0,0,0.012398487149906075,0.010337073597827122
55.0,45.0,0.0,0,0.013075890372005235,0.010178299149126022
55.0,55.0,0.0,0,0.013780183741634953,0.009965087707560934
55.0,65.0,0.0,0,0.014507675637178799,0.009691065063821
55.0,75.0,0.0,0,0.015253252828762299,0.009349939754735916
55.0,85.0,0.0,0,0.016010187461273494,0.008935793134303859
55.0,95.0,0.0,0,0.016769985518856088,0.008443441263175781
55.0,105.0,0.0,0,0.017522308895845384,0.007868861409113066
55.0,115.0,0.0,0,0.01825500820415169,0.007209664074668264
55.0,125.0,0.0,0,0.01895430427182442,0.0064655771527906344
55.0,135.0,0.0,0,0.019605150316030755,0.005638894043182676
55.0,145.0,0.0,0,0.02019179178245439,0.004734825612721116
55.0,155.0,0.0,0,0.020698516078377586,0.00376169093433506
55.0,165.0,0.0,0,0.021110551784167673,0.002730887884059529
55.0,175.0,0.0,0,0.02141504169206568,0.0016566043818824795
55.0,185.0,0.0,0,0.021601984489455484,0.0005552635538436915
55.0,195.0,0.0,0,0.021665025460911605,-0.0005552635538436915
55.0,205.0,0.0,0,0.021601984489455484,-0.0016566043818824795
55.0,215.0,0.0,0,0.02141504169206568,-0.002730887884059529
55.0,225.0,0.0,0,0.021110551784167673,-0.00376169093433506
55.0,235.0,0.0,0,0.020698516078377586,-0.004734825612721116
55.0,245.0,0.0,0,0.02019179178245439,-0.005638894043182676
55.0,255.0,0.0,0,0.019605150316030755,-0.0064655771527906344
55.0,265.0,0.0,0,0.01895430427182442,-0.007209664074668264
55.0,275.0,0.0,0,0.01825500820415169,-0.007868861409113066
55.0,285.0,0.0,0,0.017522308895845384,-0.008443441263175781
55.0,295.0,0.0,0,0.016769985518856088,-0.008935793134303859
55.0,305.0,0.0,0,0.016010187461273494,-0.009349939754735916
55.0,315.0,0.0,0,0.015253252828762299,-0.009691065063821
55.0,325.0,0.0,0,0.014507675637178799,-0.009965087707560934
55.0,335.0,0.0,0,0.013780183741634953,-0.010178299149126022
55.0,345.0,0.0,0,0.013075890372005235,-0.010337073597827122
55.0,355.0,0.0,0,0.012398487149906075,-0.010447648328145934
55.0,365.0,0.0,0,0.011750453349191094,-0.010515967513568135
55.0,375.0,0.0,0,0.011133263268357497,-0.01054757991259812
55.0,385.0,0.0,0,0.01054757991259812,-0.01054757991259812
65.0,5.0,0.0,0,0.0,0.011133263268357497
65.0,15.0,0.0,0,0.011133263268357497,0.011133263268357497
65.0,25.0,0.0,0,0.011787794184312295,0.01109592243323625
65.0,35.0,0.0,0,0.012479525368573855,0.01101488421456847
65.0,45.0,0.0,0,0.013207572699449204,0.010883201887124546
65.0,55.0,0.0,0,0.013969959307523646,0.010693426321235853
65.0,65.0,0.0,0,0.014763342764129463,0.010437759194285186
65.0,75.0,0.0,0,0.015582724319206352,0.010108287703841133
65.0,85.0,0.0,0,0.016421160238993062,0.009697314926121475
65.0,95.0,0.0,0,0.01726950603253382,0.009197794412443828
65.0,105.0,0.0,0,0.01811623609579789,0.00860386721249132
65.0,115.0,0.0,0,0.018947391895563565,0.007911483521079515
65.0,125.0,0.0,0,0.019746717813512397,0.007119069979391428
65.0,135.0,0.0,0,0.020496040661925237,0.00622817963349699
65.0,145.0,0.0,0,0.021175932038919775,0.0052440393770315915
65.0,155.0,0.0,0,0.021766659174065044,0.0041758962813441425
65.0,165.0,0.0,0,0.022249380845927855,0.0030370672195839856
65.0,175.0,0.0,0,0.022607487532486502,0.0018446213791631309
65.0,185.0,0.0,0,0.022827932683461123,0.0006186731851575184
65.0,195.0,0.0,0,0.022902371831226592,-0.0006186731851575184
65.0,205.0,0.0,0,0.022827932683461123,-0.0018446213791631309
65.0,215.0,0.0,0,0.022607487532486502,-0.0030370672195839856
65.0,225.0,0.0,0,0.022249380845927855,-0.0041758962813441425
65.0,235.0,0.0,0,0.021766659174065044,-0.0052440393770315915
65.0,245.0,0.0,0,0.021175932038919775,-0.00622817963349699
65.0,255.0,0.0,0,0.020496040661925237,-0.007119069979391428
65.0,265.0,0.0,0,0.019746717813512397,-0.007911483521079515
65.0,275.0,0.0,0,0.018947391895563565,-0.00860386721249132
65.0,285.0,0.0,0,0.01811623609579789,-0.009197794412443828
65.0,295.0,0.0,0,0.01726950603253382,-0.009697314926121475
65.0,305.0,0.0,0,0.016421160238993062,-0.010108287703841133
65.0,315.0,0.0,0,0.015582724319206352,-0.010437759194285186
65.0,325.0,0.0,0,0.014763342764129463,-0.010693426321235853
65.0,335.0,0.0,0,0.013969959307523646,-0.010883201887124546
65.0,345.0,0.0,0,0.013207572699449204,-0.01101488421456847
65.0,355.0,0.0,0,0.012479525368573855,-0.01109592243323625
65.0,365.0,0.0,0,0.011787794184312295,-0.011133263268357497
65.0,375.0,0.0,0,0.011133263268357497,-0.011133263268357497
65.0,385.0,0.0,0,0.010515967513568135,-0.011101650869327512
75.0,5.0,0.0,0,0.0,0.011750453349191094
75.0,15.0,0.0,0,0.01109592243323625,0.011787794184312295
75.0,25.0,0.0,0,0.011787794184312339,0.011787794184312339
75.0,35.0,0.0,0,0.012524066161349986,0.01174325339153621
75.0,45.0,0.0,0,0.013304688698479459,0.011646137392505912
75.0,55.0,0.0,0,0.014128461967148806,0.011487634732880754
75.0,65.0,0.0,0,0.014992686775282375,0.011258290721727841
75.0,75.0,0.0,0,0.015892772612950072,0.010948242427984124
75.0,85.0,0.0,0,0.016821822754379066,0.010547579912598165
75.0,95.0,0.0,0,0.017770231564760552,0.010046854380371324
75.0,105.0,0.0,0,0.018725347862755256,0.00943774261341407
75.0,115.0,0.0,0,0.0196712778503641,0.008713856658613493
75.0,125.0,0.0,0,0.020588916958706703,0.007871657513419276
75.0,135.0,0.0,0,0.021456304645601294,0.006911393529743156
75.0,145.0,0.0,0,0.022249380845927855,0.005837944722735078
75.0,155.0,0.0,0,0.02294317976487719,0.004661424131922967
75.0,165.0,0.0,0,0.02351342408554562,0.003397380892305145
75.0,175.0,0.0,0,0.02393838908663314,0.002066479338158545
75.0,185.0,0.0,0,0.024200813159629405,0.0006935988619902345
75.0,195.0,0.0,0,0.024289569555207054,-0.0006935988619902345
75.0,205.0,0.0,0,0.024200813159629405,-0.002066479338158545
75.0,215.0,0.0,0,0.02393838908663314,-0.003397380892305145
75.0,225.0,0.0,0,0.02351342408554562,-0.004661424131922967
75.0,235.0,0.0,0,0.02294317976487719,-0.005837944722735078
75.0,245.0,0.0,0,0.022249380845927855,-0.006911393529743156
75.0,255.0,0.0,0,0.021456304645601294,-0.007871657513419276
75.0,265.0,0.0,0,0.020588916958706703,-0.008713856658613493
75.0,275.0,0.0,0,0.0196712778503641,-0.00943774261341407
75.0,285.0,0.0,0,0.018725347862755256,-0.010046854380371324
75.0,295.0,0.0,0,0.017770231564760552,-0.010547579912598165
75.0,305.0,0.0,0,0.016821822754379066,-0.010948242427984124
75.0,315.0,0.0,0,0.015892772612950072,-0.011258290721727841
75.0,325.0,0.0,0,0.014992686775282375,-0.011487634732880754
75.0,335.0,0.0,0,0.014128461967148806,-0.011646137392505912
75.0,345.0,0.0,0,0.013304688698479459,-0.01174325339153621
75.0,355.0,0.0,0,0.012524066161349986,-0.011787794184312339
75.0,365.0,0.0,0,0.011787794184312339,-0.011787794184312295
75.0,375.0,0.0,0,0.01109592243323625,-0.011750453349191094
75.0,385.0,0.0,0,0.010447648328145934,-0.011682134163768893
85.0,5.0,0.0,0,0.0,0.012398487149906075
85.0,15.0,0.0,0,0.01101488421456847,0.012479525368573855
85.0,25.0,0.0,0,0.01174325339153621,0.012524066161349986
85.0,35.0,0.0,0,0.012524066161349986,0.012524066161349986
85.0,45.0,0.0,0,0.01335840531521217,0.01247034954461732
85.0,55.0,0.0,0,0.014246198581587955,0.01235261293017817
85.0,65.0,0.0,0,0.015185785143455713,0.012159514562004788
85.0,75.0,0.0,0,0.016173403385159806,0.011878883789795052
85.0,85.0,0.0,0,0.017202615218428606,0.011498091325745466
85.0,95.0,0.0,0,0.018263702846558153,0.011004620043947911
85.0,105.0,0.0,0,0.019343101772719452,0.010386866133983718
85.0,115.0,0.0,0,0.020422967321336128,0.009635176663011665
85.0,125.0,0.0,0,0.021481005088700517,0.008743088533017782
85.0,135.0,0.0,0,0.02249071755334365,0.007708675625275448
85.0,145.0,0.0,0,0.023422213690838578,0.00653584278036477
85.0,155.0,0.0,0,0.02424367876141521,0.005235343783826717
85.0,165.0,0.0,0,0.024923497109515108,0.003825270759857287
85.0,175.0,0.0,0,0.025432869002109188,0.0023307908443811923
85.0,185.0,0.0,0,0.025748596128113876,0.0007830078758966821
85.0,195.0,0.0,0,0.025855585307000585,-0.0007830078758966821
85.0,205.0,0.0,0,0.025748596128113876,-0.0023307908443811923
85.0,215.0,0.0,0,0.025432869002109188,-0.003825270759857287
85.0,225.0,0.0,0,0.024923497109515108,-0.005235343783826717
85.0,235.0,0.0,0,0.02424367876141521,-0.00653584278036477
85.0,245.0,0.0,0,0.023422213690838578,-0.007708675625275448
85.0,255.0,0.0,0,0.02249071755334365,-0.008743088533017782
85.0,265.0,0.0,0,0.021481005088700517,-0.009635176663011665
85.0,275.0,0.0,0,0.020422967321336128,-0.010386866133983718
85.0,285.0,0.0,0,0.019343101772719452,-0.011004620043947911
85.0,295.0,0.0,0,0.018263702846558153,-0.011498091325745466
85.0,305.0,0.0,0,0.017202615218428606,-0.011878883789795052
85.0,315.0,0.0,0,0.016173403385159806,-0.012159514562004788
85.0,325.0,0.0,0,0.015185785143455713,-0.01235261293017817
85.0,335.0,0.0,0,0.014246198581587955,-0.01247034954461732
85.0,345.0,0.0,0,0.01335840531521217,-0.012524066161349986
85.0,355.0,0.0,0,0.012524066161349986,-0.012524066161349986
85.0,365.0,0.0,0,0.01174325339153621,-0.012479525368573855
85.0,375.0,0.0,0,0.01101488421456847,-0.012398487149906075
85.0,385.0,0.0,0,0.010337073597827122,-0.012287912419587262
95.0,5.0,0.0,0,0.0,0.013075890372005235
95.0,15.0,0.0,0,0.010883201887124546,0.013207572699449204
95.0,25.0,0.0,0,0.011646137392505912,0.013304688698479459
95.0,35.0,0.0,0,0.01247034954461732,0.01335840531521217
95.0,45.0,0.0,0,0.01335840531521217,0.01335840531521217
95.0,55.0,0.0,0,0.014311793630248607,0.013292810266551472
95.0,65.0,0.0,0,0.015330406658738036,0.013148188751269194
95.0,75.0,0.0,0,0.016411893112118447,0.012909699024310554
95.0,85.0,0.0,0,0.017550887236967298,0.01256142700577186
95.0,95.0,0.0,0,0.018738142259519426,0.012086987592810631
95.0,105.0,0.0,0,0.019959635869683138,0.011470453495846899
95.0,115.0,0.0,0,0.021195768180424745,0.010697652636758237
95.0,125.0,0.0,0,0.022420834077099692,0.009757823648359174
95.0,135.0,0.0,0,0.02360300724571776,0.008645533955985083
95.0,145.0,0.0,0,0.024705096178591394,0.007362651468232224
95.0,155.0,0.0,0,0.025686288432909266,0.0059200417967381
95.0,165.0,0.0,0,0.026504957831888238,0.00433858107436499
95.0,175.0,0.0,0,0.027122366107461382,0.0026490839690128175
95.0,185.0,0.0,0,0.027506791469765018,0.0008908886273616967
95.0,195.0,0.0,0,0.027637362561723895,-0.0008908886273616967
95.0,205.0,0.0,0,0.027506791469765018,-0.0026490839690128175
95.0,215.0,0.0,0,0.027122366107461382,-0.00433858107436499
95.0,225.0,0.0,0,0.026504957831888238,-0.0059200417967381
95.0,235.0,0.0,0,0.025686288432909266,-0.007362651468232224
95.0,245.0,0.0,0,0.024705096178591394,-0.008645533955985083
95.0,255.0,0.0,0,0.02360300724571776,-0.009757823648359174
95.0,265.0,0.0,0,0.022420834077099692,-0.010697652636758237
95.0,275.0,0.0,0,0.021195768180424745,-0.011470453495846899
95.0,285.0,0.0,0,0.019959635869683138,-0.012086987592810631
95.0,295.0,0.0,0,0.018738142259519426,-0.01256142700577186
95.0,305.0,0.0,0,0.017550887236967298,-0.012909699024310554
95.0,315.0,0.0,0,0.016411893112118447,-0.013148188751269194
95.0,325.0,0.0,0,0.015330406658738036,-0.013292810266551472
95.0,335.0,0.0,0,0.014311793630248607,-0.01335840531521217
95.0,345.0,0.0,0,0.01335840531521217,-0.01335840531521217
95.0,355.0,0.0,0,0.01247034954461732,-0.013304688698479459
95.0,365.0,0.0,0,0.011646137392505912,-0.013207572699449204
95.0,375.0,0.0,0,0.010883201887124546,-0.013075890372005235
95.0,385.0,0.0,0,0.010178299149126022,-0.012917115923304138
105.0,5.0,0.0,0,0.0,0.013780183741634953
105.0,15.0,0.0,0,0.010693426321235853,0.013969959307523646
105.0,25.0,0.0,0,0.011487634732880754,0.014128461967148806
105.0,35.0,0.0,0,0.01235261293017817,0.014246198581587955
